ID	Label	Entity Short Form	Tags	Type	SubType	Description	OrgClass	OrgSubType	Portfolio	URL	Source of Entry	Admin Notes	Data Provider	Record Status	Last Modified By	Created	French Entity Full Name	French Short Form	French Description	French URL
GCDE:0004867	PSC - Federal Student Work Experience Program	FSWEP	DataTalent	Programs and Services	Programs	Get valuable and meaningful experience working for the top student employer in Canada Explore hundreds of career paths and thousands of jobs that the Government of Canada has to offer across the country.	Government of Canada			https://www.canada.ca/en/public-service-commission/jobs/services/recruitment/students/federal-student-work-program.html	Data Talent Quest April 2022			Essential data complete	Thom Kearney	5/3/2022	Programme fédéral d'expérience de travail étudiant		Venez acqurir une exprience prcieuse et enrichissante en travaillant pour un des plus importants employeurs dtudiants au Canada. Dcouvrez les centaines de carrires et les milliers demplois offerts par le gouvernement du Canada dans tout le pays.	https://www.canada.ca/fr/commission-fonction-publique/emplois/services/recrutement/etudiants/programme-federal-experience-travail-etudiant.html
GCDE:0004868	PSC - Post-Secondary Co-op/Internship Program	Co-op/Internship program	DataTalent	Programs and Services	Programs	Choose the Government of Canada  the top student employer in Canada  for your next coopinternship placement. Gain handson experience, benefit from a diverse and inclusive workplace, and kickstart a meaningful career that spans hundreds of fields and offers thousands of jobs across the country.	Government of Canada			https://www.canada.ca/en/public-service-commission/jobs/services/recruitment/students/coop-internship.html	Data Talent Quest April 2022			Essential data complete	Thom Kearney	5/3/2022	Programme postsecondaire d'enseignement coopératif/de stages		Choisissez le gouvernement du Canada  le principal employeur dtudiants au Canada  pour faire votre prochain stage dans le cadre dun programme denseignement coopratif Coop. Venez acqurir une exprience pratique, bnficier dun milieu de travail diversifi et inclusif, et entreprendre une carrire significative en choisissant parmi des centaines de domaines et des milliers demplois partout au pays.	Programme postsecondaire d'enseignement coopératif/de stages - Canada.ca
GCDE:0000065	Public Health Agency of Canada (PHAC)	PHAC	ProvidesServicesToIndigenous, Science, Indigenous, Climate	Organizations		Resources on the state of Canadians health, including statistics, facts, reports and data.	Government of Canada	Science Based Departments & Agencies	Health and Food	https://www.canada.ca/en/services/health/data.html	Original Prototype			Legacy	Thom Kearney	1/27/2021	Agence de la santé publique du Canada (ASPC)		Ressources sur ltat de sant des Canadiens y compris des statistiques, des faits, des rapports et des donnes.	https://www.canada.ca/fr/ministere-defense-nationale.html
GCDE:0001939	Public Pension Statistics Team		ESDC-DEMO	Teams				Division						Legacy	Thom Kearney	10/6/2021				
GCDE:0005014	Public Prosecution Service of Canada (PPSC)			Organizations			Government of Canada		Justice and Safety					Legacy	Thom Kearney	6/8/2022	Service des poursuites pénales du Canada (SPPC)			
GCDE:0005204	Public Safety Canada - Cyber Careers within the Government of Canada		DigitalTalent, Cyber	Programs and Services		Cyber security professionals within the government of Canada play a critical role in protecting our citizens, economy and democracy.  We are sharing information about this exciting career path, and highlighting career opportunities in the federal government.  Includes Career opportunities in cyber security, Information Resource,Testimonials from cyber security professionals	Government of Canada			https://www.publicsafety.gc.ca/cnt/ntnl-scrt/cbr-scrt/cbr-crr-wrnss/index-en.aspx				Essential data complete	Thom Kearney	10/4/2022				
GCDE:0000460	Public Safety Canada (PS)	PSC	ProvidesServicesToIndigenous, Indigenous, Climate	Organizations	Government of Canada	Public Safety Canada was created in 2003 to ensure coordination across all federal departments and agencies responsible for national security and the safety of Canadians.	Government of Canada		Justice and Safety	https://www.publicsafety.gc.ca/index-en.aspx	Team Update			Legacy	Thom Kearney	6/4/2021	Sécurité publique Canada (SP)		Scurit publique Canada SP a t cr en 2003 pour assurer la coordination de tous les ministres et organismes fdraux qui ont pour mission de veiller  la scurit nationale et  la protection des Canadiens et des Canadiennes.	https://www.securitepublique.gc.ca/index-fr.aspx
GCDE:0000709	Public Sector Profile of the Pan-Canadian Trust Framework			Policy Instruments	Framework	Framework that provides a set of agreedon concepts, definitions, processes, conformance criteria, and assessment approaches to support alignment, interoperability, and confidence of digital identity solutions intended to work across organizational, sectoral, and jurisdictional boundaries.	Government of Canada			https://github.com/canada-ca/pctf-ccp				Legacy	Thom Kearney	8/2/2021	Cadre de Confiance pancanadien		Cadre qui fournit un ensemble tabli de notions, de dfinitions, de processus, de critres de conformit et dapproches dvaluation pour favoriser lharmonisation, linteroprabilit et la fiabilit des solutions didentit numrique qui permettront de collaborer pardel les limites des organisations, des secteurs et des administrations.	https://github.com/canada-ca/pctf-ccp
GCDE:0000515	Public Service Commission (PSC)	PSC	ProvidesServicesToIndigenous, Indigenous, Climate, DataTalent, DigitalTalent	Organizations	Government of Canada	The Public Service Commission PSC is responsible for promoting and safeguarding a meritbased, representative and nonpartisan public service that serves all Canadians, in collaboration with stakeholders.	Government of Canada	Central Agency	Government Operations	https://www.canada.ca/en/public-service-commission.html				Legacy	Thom Kearney	6/14/2021	Commission de la  fonction publique du Canada (CFP)		a Commission de la fonction publique CFP est charge de promouvoir et de maintenir, en collaboration avec ses partenaires, une fonction publique non partisane, fonde sur le mrite et reprsentative, au service de tous les Canadiens. Nous grons aussi les outils de recrutement de la fonction publique afin doffrir aux postulants et aux gestionnaires un portail unique donnant accs  toutes les possibilits demploi dans la fonction publique.  À titre dorganisme indpendant, nous rendons directement compte au Parlement de lexcution de notre mandat. Notre rapport annuel et nos rapports spciaux sont prsents au Parlement par notre ministre dsign, le Prsident du Conseil priv de la Reine pour le Canada.	https://www.canada.ca/fr/commission-fonction-publique.html
GCDE:0005116	Public Service Commission of Canada (PSC)			Organizations	Government of Canada	Promoting and safeguarding a meritbased, representative and nonpartisan public service that serves all Canadians, in collaboration with stakeholders.	Government of Canada			https://www.canada.ca/en/public-service-commission.html				Potential - needs details	Thom Kearney	7/25/2022				
GCDE:0004995	Public Service Commission's Open Government Secretariat		OpenGov	Teams			Government of Canada							Legacy	Thom Kearney	6/6/2022				
GCDE:0000621	Public Service Commission's Staffing Dashboard		OpenGov	Data Sources	Data Sources	This dashboard provides timely and relevant data on staffing activities to allow organizations to have a snapshot of their staffing activities and to identify key data trends. It also provides the ability for organizations to compare their data with other organizations, including similarsized or similarly mandated organizations, or to the public service as a whole.	Government of Canada			http://extranet.psc-cfp.gc.ca/dad-dad/staffing-dashboard/index-en.html				Legacy	Thom Kearney	7/23/2021	Tableau de bord de la dotation de la Commission de la fonction publique		Ce tableau de bord fournit des donnes actualises et pertinentes sur les activits de dotation pour permettre aux organisations davoir un aperçu de leurs activits de dotation et didentifier les principales tendances en matire de donnes. Il permet galement aux organisations de comparer leurs donnes avec dautres organisations, y compris des organisations de taille similaire ou ayant un mandat similaire, ou avec la fonction publique dans son ensemble.	https://www.statcan.gc.ca/fr/ecdo/bases-donnees/bdoa
GCDE:0004881	Public Service Data Challenge 		DataTalent	Projects and Initiatives	Projects/initiatives	The Data Challenge is a competition and employee development opportunity open to all federal public servants in Canada.	GC Interdepartmental			https://canada.governmentdatachallenge.com/get-involved/  	Data Talent Quest April 2022			Essential data complete	Thom Kearney	5/3/2022	Le Defi des Donnes de la Foncton Publique 		Le Dfi des donnes de la fonction publique est  la fois un concours et une occasion de perfectionnement pour les employs, et il est ouvert  tous les fonctionnaires fdraux du Canada.	Au sujet – Public Service Data Challenge (governmentdatachallenge.com)
GCDE:0003129	Public Service Information Community Connection		OpenGov	Communities	Communities	A subscriptionbased, communitydriven Social Enterprise dedicated to supporting and collaborating with the 25,000 individuals across Canada who contribute to some aspect of ensuring Open Government, Freedom of Information or the Protection of Personal Information is maintained within our countrys Public Institutions. We work with and support employees from any level of publicly funded organization or Government, large and especially small, that are subject to one or more of our countrys applicable legislation.	NGO			https://psimcc.ca/mb2019/psicc/&lang=en				Legacy	Thom Kearney	1/27/2022	Informations sur le service public Connexion communautaire			https://psimcc.ca/mb2019/psicc/&lang=en
GCDE:0005180	Public Service Management Advisory Committee (PSMAC)		DigitalAmbition, DigitalTalent, Governance	Committees	Committees	Deputy Heads Committee	Government of Canada			https://www.tbs-sct.canada.ca/chro-dprh/pmg-ggp-eng.asp				Essential data complete	Thom Kearney	9/26/2022				
GCDE:0000552	Public Service Renewal: Beyond2020		Codevelopment, HR, D&I	Policy Instruments	Strategies	A refreshed framework with a focus on mindsets and behaviors that will meet the changing expectations of Canadians. The desired outcome is a Public Service that is more agile, more inclusive, and better equipped.	GC Interdepartmental			https://www.canada.ca/en/privy-council/services/blueprint-2020/beyond-2020.html				Legacy	Thom Kearney	6/15/2021	Renouvellement de la fonction publique : Au-delà de 2020		Un cadre renouvel qui met laccent sur les mentalits et les comportements qui permettront de rpondre aux attentes en volution des Canadiens. Le rsultat souhait est une fonction publique plus agile, plus inclusive et mieux outille.	https://www.canada.ca/fr/conseil-prive/services/objectif-2020/au-dela-2020.html
GCDE:0005375	Public Service Skills Strategy 		HR, DigitalTalent	Policy Instruments	Strategies	Response to 2022 Mandate letter	Government of Canada							Essential data complete	Thom Kearney	3/19/2023				
GCDE:0000066	Public Services and Procurement Canada (PSPC)	PSPC	DataCentric , Climate	Organizations	Government of Canada	We serve federal departments and agencies as their central purchasing agent, real property manager, treasurer, accountant, pay and pension administrator, integrity adviser and linguistic authority.	Government of Canada	Central Agency	Money and Assets	https://www.tpsgc-pwgsc.gc.ca/comm/index-eng.html	Original Prototype	As part of its commitment to Open  Government, PSPC will release  additional datasets via ongoing  participation in the Open Contracting  Data Standard Initiative, and will  complete the development and  implementation of a Procurement  Data Strategy		Legacy	Thom Kearney	1/27/2021	Services publics et  Approvisionnement Canada (SPAC)		Nous servons les ministres et organismes fdraux en tant quacheteur central, gestionnaire de biens immobiliers, trsorier, comptable, administrateur de la paye et des pensions, conseiller en matire dintgrit et spcialiste des questions linguistiques.	https://www.tpsgc-pwgsc.gc.ca/comm/index-fra.html
GCDE:0004823	PWC ProEdge		DataTalent	Programs and Services	Resources	This revolutionary platform was designed to take on your organizations digital upskilling needs. From targeting critical skill gaps to closing them with engaging and personalized employee learning, ProEdge is proven to transform organizations, like yours, from within.	Consultancy			https://proedge.pwc.com	Data Talent Quest April 2022			Essential data complete	Thom Kearney	5/3/2022				
GCDE:0000606	Quality of Life Statistics Program at Statistics Canada		DataCentric 	Projects and Initiatives	Projects/initiatives		Government of Canada			mailto:statcan.stc.wellbeing-bienetre.stc.statcan@canada.ca				Legacy	Thom Kearney	7/23/2021	Programme de statistiques sur la qualité de vie de Statistique Canada			mailto:statcan.stc.wellbeing-bienetre.stc.statcan@canada.ca
GCDE:0001999	Quebec Government		PTGovernment, Climate, OpenGov	Organizations	Other Government		PT+ FN							Legacy	Thom Kearney	12/6/2021	Gouvernement du Québec			
GCDE:0005195	Quebec Ministry of Education - Digital Competency Framework		DigitalTalent	Policy Instruments	Framework	The aim of this framework is to foster the development of digital competency throughout the educational community so that Quebecers may be autonomous and exercise critical judgment in their use of digital technologies. Digital competency is essential in todays world, in which technological innovations are transforming the labour market and the skills employers are looking for. It is therefore vital that teaching practices and programs be adapted and include digital competency in order to prepare future workers for the challenges of tomorrow.	Other Government			http://www.education.gouv.qc.ca/fileadmin/site_web/documents/ministere/Cadre-reference-competence-num-AN.pdf				Essential data complete	Thom Kearney	10/4/2022				
GCDE:0005199	Quebec Ministry of Education - Digital Competency in Action		DigitalTalent, SkillsForCanadians	Knowledge Sharing Product	Framework	Interactive tool for looking at digital competency framework for teachers.	Other Government			https://dca.learnquebec.ca/digital-competency-framework-2/				Essential data complete	Thom Kearney	10/4/2022				
GCDE:0001945	Quebec Region		ESDC-DEMO	Teams	Branch			Branch						Legacy	Thom Kearney	10/6/2021				
GCDE:0004793	Queen’s University: Master of Management Analytics  		DataTalent	Learning Resources	Learning provider	Smiths Master of Management Analytics MMA marries training in core data analytics concepts and tools, with outstanding education in business strategy and management.	Learning Provider			https://smith.queensu.ca/grad_studies/mma/index.php				Legacy	Thom Kearney	4/8/2022				
GCDE:0004914	Queen's University			Organizations	Learning provider	Queens Univeristy is a public research university in Kingston, Ontario	Learning Provider			https://www.queensu.ca/				Legacy	Thom Kearney	5/4/2022				
GCDE:0005278	QueerTech		Gender, DigitalTalent	Organizations			NGO			https://www.queertech.org/	Dec 2022 Data Quest			New - Awaiting review	Thom Kearney	12/13/2022				
GCDE:0005129	R4GC (Use R!) Community		DataLiteracy 	Communities	Communities	This GCcollab group is created to bring together data scientists and data lovers within the Government of Canada. We discuss data problems that are of interest to our community and tackle them using the R language. Everyone is welcome to join, whether you are an advanced R user, or just curious about datarelated issues. For those who already code in R, or interested in learning R,  we gather and curate resources and knowledgebase related to the use of  R  within the Government of Canada.	Government of Canada			https://gccollab.ca/groups/about/7391537				Potential - needs details	Thom Kearney	8/22/2022				
GCDE:0003130	Rail Safety in Canada - Rail Networks and Crossings			Data Product	Interactive Map	Rail map hosted on AGOL which shows Canadas rail network, all of the crossings, accidents and incidents outside of the rail yards	Government of Canada			https://tc-tdg.maps.arcgis.com/apps/webappviewer/index.html?id=a540c1fa8c6146e0a6ed4fb39dde34a5				Legacy	Thom Kearney	1/28/2022	La sécurité ferroviaire au Canada - Réseaux ferroviaires et passages à niveau			https://tc-tdg.maps.arcgis.com/apps/webappviewer/index.html?id=a540c1fa8c6146e0a6ed4fb39dde34a5
